,Edmn,Edsum,Edstd,Ed25,Ed50,Ed75,Ekmn,Epmn,Times
0,882.28394,1200307100.0,789.3069349118883,175.86505126953125,638.2771606445312,1612.884765625,35.133614,847.1499,2000-01-01 01:00:00
1,882.663,1200947600.0,790.038606651599,174.33078002929688,638.5905328047903,1584.3826904296875,35.22428,847.4388,2000-01-01 01:05:00
2,883.11346,1201950300.0,790.988345362939,173.70085963918203,639.0805374948602,1603.8382917131696,35.42888,847.6846,2000-01-01 01:10:00
3,884.2824,1204301700.0,792.8822816156255,170.89481729535913,640.0617988782051,1617.890904017857,35.824852,848.45746,2000-01-01 01:15:00
4,885.8087,1207054600.0,794.7290418752797,170.0092571482939,641.0572631835937,1636.3713843936011,36.365494,849.44324,2000-01-01 01:20:00
5,366.65405,167408860.0,322.4988493196526,69.55958840699323,251.003581294307,649.3038330078125,16.99404,349.66,2000-01-01 01:25:00
6,366.86548,167533580.0,323.0500275692605,70.68450772445814,255.1378173828125,649.9658415421196,17.069284,349.79614,2000-01-01 01:30:00
7,367.18414,167689860.0,323.6155246778189,72.02012848435787,258.67561008619225,650.628173828125,17.119133,350.06503,2000-01-01 01:35:00
8,652.2243,531484540.0,583.5672358434801,106.25863752693965,520.9358995225695,1063.4441716120793,30.642485,621.58185,2000-01-01 01:40:00
9,653.132,532274020.0,583.7872579116471,104.54959585500318,513.8448938440393,1062.9767162181713,30.652689,622.4792,2000-01-01 01:45:00
10,653.53424,532520930.0,583.7737147217233,102.80010822841099,528.464235503098,1059.810302734375,30.695675,622.8384,2000-01-01 01:50:00
11,686.0878,596936600.0,612.9401989590827,129.0921630859375,584.4178795447716,1130.2454927884614,32.188255,653.8996,2000-01-01 01:55:00
12,654.05237,532958430.0,584.6539040321205,105.24433615041333,534.2708291812819,1055.3968994140625,30.465065,623.58734,2000-01-01 02:00:00
13,771.8149,804576800.0,689.5000679840431,161.24421852513365,564.42490234375,1338.5945142663043,35.315224,736.49976,2000-01-01 02:05:00
14,653.2711,532329150.0,583.6145720850362,108.15010922454124,536.5489027235243,1058.1393057016226,30.198076,623.0731,2000-01-01 02:10:00
15,652.9352,531951200.0,582.5925355683851,109.71418672449448,537.1738891601562,1058.549072265625,30.258482,622.6768,2000-01-01 02:15:00
16,653.6078,532658700.0,583.0574853734407,110.63370176803234,538.7329956054688,1061.7593722873264,30.488829,623.11884,2000-01-01 02:20:00
17,687.125,598113800.0,612.9701511900886,127.91756057739258,555.5511756310096,1126.9027811686199,32.21949,654.90533,2000-01-01 02:25:00
18,718.1952,665549250.0,640.4646018711729,138.93743133544922,559.7587866210938,1198.43095703125,33.72932,684.4658,2000-01-01 02:30:00
19,718.9811,666204350.0,641.4700158620043,138.43251037597656,557.7134328988882,1197.2780303955078,33.881004,685.10004,2000-01-01 02:35:00
20,718.6545,665859650.0,641.2107200445108,138.49397560402198,557.6395555579144,1195.837451171875,33.699608,684.9549,2000-01-01 02:40:00
21,744.4715,732125760.0,663.4459284674223,154.75082397460938,547.2512109375,1260.2899365234375,34.491524,709.98,2000-01-01 02:45:00
22,687.0807,597838800.0,612.3010135954374,127.47956991195679,553.962416428786,1125.9337956355168,31.716536,655.3641,2000-01-01 02:50:00
23,742.57855,729979800.0,660.5928208813656,150.49010620117187,563.7399721498842,1260.1319173177083,34.31021,708.26825,2000-01-01 02:55:00
24,743.5725,731140600.0,661.589563097847,148.95193270979257,561.5492314877717,1261.3145263671875,34.460754,709.1118,2000-01-01 03:00:00
25,743.6365,731161300.0,661.2731564943491,147.56941959775727,556.7050268554688,1264.4054768880208,34.554222,709.082,2000-01-01 03:05:00
26,715.8986,662942340.0,636.4206058103399,138.6927785873413,550.851318359375,1199.708203125,33.283955,682.61456,2000-01-01 03:10:00
27,715.975,662957200.0,636.3245781438903,137.03398659788533,568.2181225585938,1199.6445770263672,33.37229,682.6028,2000-01-01 03:15:00
28,716.53174,663456800.0,636.9883731277989,137.60101208054877,573.0812424879807,1199.030419921875,33.506878,683.02484,2000-01-01 03:20:00
29,715.8848,662633400.0,636.1697395349767,137.81504472479762,571.6826782226562,1196.66935546875,33.537735,682.3471,2000-01-01 03:25:00
30,714.8156,661334800.0,634.6347620876121,137.77259536016555,565.97927734375,1195.1864013671875,33.417038,681.3986,2000-01-01 03:30:00
31,713.48816,659915900.0,633.0015797768597,138.64256504603796,559.5818379720052,1194.3059895833333,33.19133,680.2968,2000-01-01 03:35:00
32,712.1598,658526340.0,631.61605722939,139.00263642101754,554.7445068359375,1193.27314453125,32.84052,679.3191,2000-01-01 03:40:00
33,709.64435,655837250.0,629.0531326923028,137.85724234875337,554.8413521902902,1190.847509765625,32.5352,677.1092,2000-01-01 03:45:00
34,681.19617,591594430.0,604.2926908791799,128.74713134765625,544.4939052036831,1125.0068359375,30.887476,650.30896,2000-01-01 03:50:00
35,681.0302,591415200.0,603.9258543066359,128.85717446463448,546.888418344351,1123.0335498046875,30.8859,650.1443,2000-01-01 03:55:00
36,708.21765,654239300.0,627.1422037704049,135.88231119295446,566.2033409705529,1185.647201538086,32.497684,675.7197,2000-01-01 04:00:00
37,681.228,591474240.0,603.4407593127928,128.59127553304037,560.654052734375,1121.784658578726,30.99076,650.2375,2000-01-01 04:05:00
38,708.37177,654244860.0,626.4530608912371,134.24935525561136,563.1042104867788,1183.2480875651042,32.49323,675.8784,2000-01-01 04:10:00
39,708.14166,653981400.0,625.9341269255096,133.6684338969569,563.7698176457332,1183.537099609375,32.49314,675.64856,2000-01-01 04:15:00
