,value,component,exp,Time
27,3.100644244113937e-05,x-press,stable,2000-01-01 05:00:00
28,-0.0004858571628574282,x-press,stable,2000-01-01 05:00:00
29,-0.0003679532965179533,x-press,stable,2000-01-01 05:00:00
30,-0.001185816596262157,x-press,stable,2000-01-01 05:00:00
31,-0.0009278777870349586,x-press,stable,2000-01-01 05:00:00
32,-0.00047576476936228573,x-press,stable,2000-01-01 05:00:00
33,-0.0005590193904936314,x-press,stable,2000-01-01 05:00:00
34,-0.0004998788353987038,x-press,stable,2000-01-01 05:00:00
35,-0.0005155449034646153,x-press,stable,2000-01-01 05:00:00
36,-0.00022044182696845382,x-press,stable,2000-01-01 05:00:00
37,-0.00047837154124863446,x-press,stable,2000-01-01 05:00:00
38,-0.0005904047866351902,x-press,stable,2000-01-01 05:00:00
39,-0.0006350988405756652,x-press,stable,2000-01-01 05:00:00
40,-0.0007088783313520253,x-press,stable,2000-01-01 05:00:00
41,-0.0007804738124832511,x-press,stable,2000-01-01 05:00:00
42,-0.00045207462972030044,x-press,stable,2000-01-01 05:00:00
43,-0.0007112227031029761,x-press,stable,2000-01-01 05:00:00
44,-0.0003317619557492435,x-press,stable,2000-01-01 05:00:00
45,-0.0005392904276959598,x-press,stable,2000-01-01 05:00:00
46,-0.0004554048937279731,x-press,stable,2000-01-01 05:00:00
47,0.00043687678407877684,x-press,stable,2000-01-01 05:00:00
48,0.0003277238574810326,x-press,stable,2000-01-01 05:00:00
0,-0.0,flux-divg,stable,2000-01-01 05:00:00
