,Edmn,Edsum,Edstd,Ed25,Ed50,Ed75,Ekmn,Epmn,Times
39,838.24475,1151599600.0,744.9527250101177,152.70852661132812,613.7574205900494,1496.369873046875,34.64125,803.60364,2000-01-01 04:15:00
40,837.40826,1150143200.0,743.792267706515,153.3331069946289,616.2593801398026,1493.5201416015625,34.6461,802.76215,2000-01-01 04:20:00
41,836.52313,1148721300.0,742.7783989858617,153.47346883745337,617.2872876619037,1491.5508968955592,34.649353,801.8738,2000-01-01 04:25:00
42,821.65094,1073813600.0,730.5924821677266,145.68495310907778,592.3487723214286,1455.790318080357,34.149612,787.5014,2000-01-01 04:30:00
43,821.37305,1073502850.0,730.5311423888786,144.97151991900276,591.4760115774054,1454.3648071289062,34.13654,787.23676,2000-01-01 04:35:00
44,820.7487,1072592500.0,730.0785916598295,144.1757184196921,589.8070850861378,1453.212002840909,34.113697,786.63513,2000-01-01 04:40:00
45,819.88696,1071296960.0,729.2041895107295,143.4463653564453,588.2678344726562,1452.937744140625,34.067432,785.81934,2000-01-01 04:45:00
46,818.9866,1070041200.0,728.280080051624,142.8125636888587,586.6972869873047,1452.4271018288352,34.05003,784.9364,2000-01-01 04:50:00
47,818.16736,1068949950.0,727.4304520021141,143.14051089079484,586.3929748535156,1451.658613725142,34.042206,784.1252,2000-01-01 04:55:00
48,817.35614,1067816700.0,726.5627983870355,144.0754154750279,586.4534558747944,1450.6243119673295,34.017326,783.33887,2000-01-01 05:00:00
